
Company,positionName,Salary,AverageSalary,Labels,Welfare,classification,Financing,personsNumber
心理壹点灵,数据分析师（主管岗）,12k-18k,15.0,,"“牛人大咖,前景行业”","移动互联网,医疗健康",A轮,150-500人
挖财,数据分析实习生 (MJ000998),2k-4k,3.0,,"“公司平台,晋升空间,弹性工作,节假日福利”","移动互联网,金融",D轮及以上,500-2000人
前隆科技,数据分析师,15k-25k,20.0,,“薪资待遇好，发展空间大，资深大咖带你飞”,金融,B轮,500-2000人
游卡桌游,手游产品资深运营-数据分析方向,15k-25k,20.0,,"“好发展,六险一金,丰厚奖金,弹性工作”","游戏,移动互联网",不需要融资,500-2000人
亚朵集团,数据分析师,20k-25k,22.5,,“氛围好 有前景 下午茶 节日礼物”,"旅游,生活服务",不需要融资,2000人以上
拼多多,数据分析师（风控方向）,20k-40k,30.0,,“上升空间大，成长迅速，平台好，薪酬待遇高”,"电子商务,移动互联网",上市公司,2000人以上
挖财,高级数据分析师 (MJ001016),15k-30k,22.5,,"“公司平台,晋升空间,弹性工作,节假日福利”","移动互联网,金融",D轮及以上,500-2000人
爱库存,数据分析师,15k-25k,20.0,,“包中饭晚饭；商业保险”,电子商务,B轮,150-500人
Soul App,数据分析师,20k-40k,30.0,,"“高薪资,平台好,潜力大,氛围浓”","社交网络,文化娱乐",C轮,150-500人
鸿研物流,数据分析师,20k-25k,22.5,,“大牛带队 项目奖励 组织扁平”,O2O,C轮,150-500人
海万科技,数据分析,12k-18k,15.0,,“每年旅游&体检、13薪、 过节费”,"移动互联网,金融",不需要融资,500-2000人
趣头条,数据分析师,20k-40k,30.0,,“大牛多 上市公司 福利好”,移动互联网,上市公司,500-2000人
虎扑,数据分析师,20k-30k,25.0,,“发展前景”,"移动互联网,文化娱乐",D轮及以上,150-500人
掌门1对1在线教育,数据分析师,10k-20k,15.0,,“数据分析 团队氛围融洽”,"移动互联网,教育",D轮及以上,500-2000人
斑马旅游,高级数据分析师,10k-20k,15.0,,"“扁平化管理,上升空间大”","电子商务,旅游",A轮,500-2000人
ZRobot,数据分析与建模岗,20k-40k,30.0,,"“五险一金,带薪年假,架构完善,优质资源”","数据服务,企业服务",未融资,50-150人
Datatist,高级数据分析师,10k-20k,15.0,,“一流的团队实力，完善的员工成长计划+平台”,"数据服务,广告营销",A轮,50-150人
CLPS,数据分析师（英语好）,16k-24k,20.0,,"“团队氛围好,发展空间大,海外团队”","数据服务,金融",未融资,500-2000人
东方看点,数据分析师,6k-8k,7.0,,"“早餐,宵夜，加班补贴，五险一金”","移动互联网,社交网络",不需要融资,150-500人
中诚信征信,数据分析师（风控建模方向-上海）,15k-30k,22.5,,"“行业领导者,弹性工作制,周五7小时,扁平化管理”","数据服务,人工智能",不需要融资,150-500人
趣头条,数据分析师(000935),20k-40k,30.0,,"“弹性工作,团队大牛多,工作氛围好,技术驱动”",移动互联网,上市公司,500-2000人
海万科技,数据分析师（中高级）,12k-16k,14.0,,"“节日礼金,年底奖金,体检旅游,带薪年假”","移动互联网,金融",不需要融资,500-2000人
TutorABC英语,高级大数据分析师,10k-20k,15.0,,"“五险一金,定期体检,咖啡早点”","移动互联网,教育",C轮,2000人以上
钱咖,数据分析师,18k-28k,23.0,,“周末双休 带薪年假 年度体检 季度团建”,"移动互联网,电子商务",不需要融资,50-150人
虎扑,数据分析工程师,15k-30k,22.5,,"“平台广阔,团队靠谱,激励优厚”","移动互联网,文化娱乐",D轮及以上,150-500人
东方看点,数据分析主管,15k-25k,20.0,,"“免费班车,早餐,带薪病假,五险一金”","移动互联网,社交网络",不需要融资,150-500人
新增鼎数据,数据分析师,10k-20k,15.0,,"“餐费补贴,车费补贴,通讯补贴,年终奖金”","数据服务,企业服务",不需要融资,50-150人
上海小牛互娱智能科技有限公司,资深数据分析师,15k-30k,22.5,,“年终奖，薪资待遇丰厚”,移动互联网,未融资,150-500人
ZRobot,初级数据分析师-数据分析与建模方向,20k-40k,30.0,,"“五险一金,补充医疗,节日福利,带薪年假”","数据服务,企业服务",未融资,50-150人
证通股份,数据分析师,20k-35k,27.5,,"“公司平台稳定有潜力,补充公积金,补充医疗”","移动互联网,金融",不需要融资,150-500人
交银企服,数据分析经理（金融科技）,15k-30k,22.5,,“银行，国企”,"移动互联网,金融",上市公司,2000人以上
上海瑞阙文化发展有限公司,数据分析工程师,25k-40k,32.5,,“海外旅游 半年奖金 区块链”,"移动互联网,金融",不需要融资,150-500人
蓝呗钱包,数据分析师（编号：YLW）,10k-15k,12.5,,“双休、六险一金、带薪年假、福利假、年终奖”,"移动互联网,金融",不需要融资,15-50人
UCloud,数据分析工程师,15k-30k,22.5,,"“六险一金,领导好,独角兽公司,弹性工作”","数据服务,企业服务",D轮及以上,500-2000人
饿了么,数据分析专家,15k-30k,22.5,,“带薪年假 年终奖金”,移动互联网,D轮及以上,2000人以上
海万科技,数据分析,14k-18k,16.0,,“大平台”,"移动互联网,金融",不需要融资,500-2000人
哈啰出行,数据分析实习生,4k-6k,5.0,,"“E轮,可转正留用”","移动互联网,硬件",D轮及以上,2000人以上
途虎养车网,资深数据分析师,20k-30k,25.0,,“扁平化管理”,移动互联网,D轮及以上,2000人以上
快牛金科,数据分析专家,25k-35k,30.0,,“技术驱动、氛围简单、薪资丰厚、空间巨大”,其他,B轮,500-2000人
上海腾聘,数据分析leader,35k-65k,50.0,,"“发展空间,薪资给力,期权”","移动互联网,数据服务",B轮,50-150人
叽里呱啦,数据分析经理,25k-35k,30.0,,"“与牛人一起,团队简单,阿姨做饭”","移动互联网,教育",B轮,150-500人
爱奇艺,数据分析师（广告业务）,12k-18k,15.0,,“上市公司，发展前景哈，团队氛围佳”,"广告营销,文化娱乐",上市公司,2000人以上
安桓信息,数据分析助理,5k-7k,6.0,,“高底薪 高奖金 福利多多”,"移动互联网,金融",不需要融资,15-50人
2345.com,数据分析师（互金产品方向）(J10960),10k-15k,12.5,,“上市公司背景，薪资福利好；团队气氛好；”,"数据服务,移动互联网",上市公司,500-2000人
策推信息,数据分析师（SQL）,8k-15k,11.5,,"“五险一金,带薪年假,餐补”","数据服务,人工智能",不需要融资,15-50人
大宇宙,数据分析师,10k-15k,12.5,,“发展平台广，晋升空间大，团队气氛佳”,"电子商务,生活服务",未融资,500-2000人
算话智能科技有限公司,数据分析实习生,3k-5k,4.0,,“优秀团队、绩效奖金、福利津贴、定期体检”,"数据服务,移动互联网",B轮,50-150人
方付通,数据分析实习生,3k-6k,4.5,,“团队配置好、公司福利完善”,"移动互联网,金融",不需要融资,150-500人
上海百秋,数据分析主管(J10041),10k-15k,12.5,,“五险一金，带薪病假，员工团建”,"电子商务,企业服务",未融资,500-2000人
平安金服,12212I-数据分析师,10k-15k,12.5,,"“五险一金,绩效奖金,定期体检,免费班车”","金融,数据服务",上市公司,2000人以上
海万科技,数据分析,12k-16k,14.0,,"“五险一金,体检旅游,年终奖金,节日礼金”","移动互联网,金融",不需要融资,500-2000人
途虎养车网,资深数据分析师,20k-40k,30.0,,"“一年多次调,优秀团队,地铁周边”",移动互联网,D轮及以上,2000人以上
大美传奇,数据分析,10k-20k,15.0,,“五险一金 做五休二 节日礼品 餐补 体检”,文化娱乐,未融资,50-150人
爱奇艺,数据分析师（广告业务）,12k-18k,15.0,,“上市公司，发展前景哈，团队氛围佳”,"广告营销,文化娱乐",上市公司,2000人以上
字节跳动,数据分析师,8k-15k,11.5,,“六险一金，餐补，租房补贴，带薪休假”,"移动互联网,数据服务",C轮,2000人以上
2345.com,数据分析师（汽车金融）,8k-15k,11.5,,“上市公司背景，技术驱动等”,"数据服务,移动互联网",上市公司,500-2000人
CLPS,数据分析师,17k-22k,19.5,,“海量数据，晋升空间大，软性福利优”,"数据服务,金融",未融资,500-2000人
百融金服,数据分析师,10k-20k,15.0,,"“五险一金,弹性工作,福利多多”","金融,数据服务",C轮,500-2000人
上海第一财经数据,商业数据分析师,10k-18k,14.0,,"“补充公积金,弹性工作制,补充医疗,年终奖”",移动互联网,D轮及以上,150-500人
快牛金科,数据分析主管,20k-35k,27.5,,"“大咖云集,福利好,做五休二,年终奖”",其他,B轮,500-2000人
国美控股集团,数据分析专员,6k-8k,7.0,,“发展空间大 上市公司”,"移动互联网,电子商务",不需要融资,2000人以上
河姆渡电子商务有限公司,高级数据分析师(J10257),15k-25k,20.0,,"“福利丰厚,晋升空间大”",电子商务,A轮,500-2000人
饿了么,数据分析专员,15k-20k,17.5,,"“弹性工作,互联网,补充商业险,丰厚年终奖”",移动互联网,D轮及以上,2000人以上
投中信息,高级数据分析师,15k-20k,17.5,,“晋升空间大、公司环境好、氛围好”,金融,D轮及以上,150-500人
微创,数据分析师（GE）,14k-17k,15.5,,"“交通便利,六险一金，弹性工作制”","移动互联网,电子商务",不需要融资,2000人以上
海万科技,数据分析,8k-12k,10.0,,"“年终奖,体检旅游,过节费,节日礼金”","移动互联网,金融",不需要融资,500-2000人
2345.com,数据分析师（业务方向）,8k-15k,11.5,,“上市公司背景，技术驱动等”,"数据服务,移动互联网",上市公司,500-2000人
同盾科技,数据分析leader（信贷风控）-00888,25k-35k,30.0,,"“五险一金,带薪年假,弹性工作,商业保险”","信息安全,数据服务",C轮,500-2000人
金证股份,数据分析,10k-18k,14.0,,"“上市公司,员工旅游”",金融,上市公司,2000人以上
爱可生,大数据分析师,15k-30k,22.5,,"“新三板,技术大牛,零食水果供,团建”",数据服务,B轮,150-500人
麓联数据,数据分析师,8k-15k,11.5,,“做五休二，地铁周边，五险一金”,数据服务,天使轮,15-50人
信用生活,数据分析专家,25k-50k,37.5,,“专业、领导好，团队牛”,"移动互联网,金融",A轮,50-150人
上海瑞阙文化发展有限公司,数据分析总监,40k-70k,55.0,,"“五险一金,弹性工作,带薪病假,免费晚餐”","移动互联网,金融",不需要融资,150-500人
维信金融科技集团,高级数据分析师(J10898),15k-19k,17.0,,“团队优秀 发展平台优秀”,金融,上市公司,2000人以上
哈啰出行,数据分析经理,26k-40k,33.0,,"“14薪,E轮,期权奖励”","移动互联网,硬件",D轮及以上,2000人以上
微盟,数据分析（市场部）,8k-10k,9.0,,"“平台好,晋升空间大,团队氛围好”","移动互联网,电子商务",上市公司,2000人以上
鎏邦科技,数据分析,10k-20k,15.0,,“五险一金，做五休二”,移动互联网,A轮,15-50人
NIO蔚来,高级数据分析师,15k-25k,20.0,,"“股票期权,补充公积金,免费班车,年底双薪”","移动互联网,硬件",D轮及以上,2000人以上
百融金服,数据分析师,10k-20k,15.0,,"“年底双薪,绩效奖金,补充医疗”","金融,数据服务",C轮,500-2000人
毒APP,数据分析工程师,25k-35k,30.0,,“绩效奖金”,"移动互联网,电子商务",A轮,150-500人
海万科技,数据分析工程师,10k-15k,12.5,,“五险一金，带薪年假，年终奖，旅游节日礼金”,"移动互联网,金融",不需要融资,500-2000人
2345.com,数据分析师（精准营销）(J11703),8k-15k,11.5,,“上市公司背景，薪资福利好；团队气氛好；”,"数据服务,移动互联网",上市公司,500-2000人
微盟,数据分析师（新零售）,8k-10k,9.0,,"“发展速度快,晋升空间大,团队给力”","移动互联网,电子商务",上市公司,2000人以上
个推,数据分析师,20k-25k,22.5,,“平台 带薪年假 五险一金 餐补”,移动互联网,D轮及以上,150-500人
Measure China,数据分析师,8k-15k,11.5,,"“弹性,高薪,自宅工作,创业型公司”","数据服务,广告营销",天使轮,少于15人
同盾科技,数据分析专家（信贷风控）-01364,20k-30k,25.0,,“五险一金、绩效奖金、带薪年假、行业前沿”,"信息安全,数据服务",C轮,500-2000人
趣头条,高级数据分析(000982),30k-50k,40.0,,"“行业独角兽,工作氛围好,千万级用户”",移动互联网,上市公司,500-2000人
时趣social-touch,高级数据分析师 - 上海,10k-20k,15.0,,“弹性工作 平台好 发展空间 补充医保”,移动互联网,D轮及以上,500-2000人
欣和企业,数据分析师,10k-20k,15.0,,“五险一金”,生活服务,不需要融资,2000人以上
同界,数据分析师,10k-15k,12.5,,“专业团队，年度带薪旅游，多种形式公司活动”,"数据服务,广告营销",不需要融资,15-50人
上海科发,数据分析主管,20k-30k,25.0,,“3年 数据分析”,数据服务,不需要融资,15-50人
米么金服,数据分析师（互金风控）,10k-15k,12.5,,“发展空间大”,"移动互联网,金融",C轮,150-500人
蚂蚁金服集团,数据分析师,25k-50k,37.5,,“互联网金融独角兽”,"金融,移动互联网",B轮,2000人以上
上海百秋,数据分析师(J10040),8k-10k,9.0,,“五险一金，带薪病假，员工团建”,"电子商务,企业服务",未融资,500-2000人
哈啰出行,业务数据分析,20k-35k,27.5,,"“领导好,平台优”","移动互联网,硬件",D轮及以上,2000人以上
海万科技,数据分析工程师,13k-18k,15.5,,"“节日礼金,体检旅游,年底双薪,带薪年假”","移动互联网,金融",不需要融资,500-2000人
游族网络,数据分析师,10k-15k,12.5,,“专业培训、上市公司、五险一金”,"移动互联网,游戏",上市公司,500-2000人
旗发科技,数据分析,10k-20k,15.0,,"“福利优厚,环境舒适,福利多,个性发展”","移动互联网,数据服务",上市公司,150-500人
数道科技,数据分析师,10k-15k,12.5,,"“五险一金,免费班车,年终奖”",数据服务,不需要融资,15-50人
震坤行,数据分析师,12k-20k,16.0,,“发展空间大”,电子商务,C轮,500-2000人
信而富,数据分析师,8k-15k,11.5,,"“上市公司,绩效奖金,福利好”",金融,上市公司,2000人以上
解颐生物,生信数据分析师,10k-20k,15.0,,“共同成长”,"移动互联网,其他",未融资,少于15人
Gridsum 国双,高级数据分析师,15k-20k,17.5,,“大数据上市公司，氛围好，牛人多”,"数据服务,企业服务",上市公司,500-2000人
叮咚买菜,高级数据分析师,18k-25k,21.5,,“技术大牛多、扁平化管理、福利好，平台好”,O2O,B轮,2000人以上
易恒科技,数据分析师,12k-24k,18.0,,“在家办公，薪水每周发放，良好的学习环境”,移动互联网、数据服务,未融资,少于15人
拾梦文化,广告数据分析师,10k-20k,15.0,,"“老板好,福利好,团建多”","游戏,移动互联网",A轮,50-150人
美团点评,数据分析专家（BI）,30k-45k,37.5,,"“六险一金,带薪年假,创业型公司”","移动互联网,O2O",上市公司,2000人以上
沪江,高级数据分析师 (MJ000605),15k-30k,22.5,,“互联网教育独角兽 上市前夕 团队牛”,"移动互联网,教育",D轮及以上,500-2000人
韩创科技,数据分析师,15k-25k,20.0,,"“不加班,年底N薪,上升空间,带薪假超多”","移动互联网,文化娱乐",不需要融资,500-2000人
趣头条,中级数据分析师,20k-30k,25.0,,"“发展空间大,工作氛围好,福利待遇好”",移动互联网,上市公司,500-2000人
海万科技,数据分析师,13k-14k,13.5,,“大平台”,"移动互联网,金融",不需要融资,500-2000人
arvato China,数据分析师--SQL,7k-12k,9.5,,“提升空间大 培训体系完善 数据接触面广”,"广告营销,数据服务",不需要融资,2000人以上
5173,数据分析（工作地：浙江总部）,12k-16k,14.0,,“福利全、团队佳、平台大”,"电子商务,游戏",不需要融资,500-2000人
好买基金网,资深数据分析师,20k-30k,25.0,,“联想腾讯投后企业”,"电子商务,金融",C轮,500-2000人
艾大,数据分析师,8k-16k,12.0,,"“专业团队,晋升机会,扁平化管理,带薪年假”","企业服务,数据服务",未融资,15-50人
爱回收,数据分析师（经营分析）,15k-30k,22.5,,“互联网独角兽 年轻化管理团队”,移动互联网,D轮及以上,500-2000人
拓端数据,数据分析师,8k-12k,10.0,,"“弹性工作,零食茶点,丰富活动”","数据服务,电子商务",未融资,少于15人
大汉三通,高级数据分析师,9k-18k,13.5,,“带薪年假，超长年假，项目奖金，年终奖”,"数据服务,企业服务",上市公司,150-500人
携程,数据分析实习生,3k-4k,3.5,,“旅游老大等你来”,"移动互联网,旅游",上市公司,2000人以上
口袋理财,数据分析主管,12k-18k,15.0,,“知名互联网金融平台”,"金融,移动互联网",A轮,500-2000人
爱奇艺,资深数据分析师（广告战略方向）,15k-22k,18.5,,“上市公司，发展前景好，团队氛围佳”,"广告营销,文化娱乐",上市公司,2000人以上
游族网络,数据分析,9k-18k,13.5,,“上市游戏公司”,"移动互联网,游戏",上市公司,500-2000人
美味不用等,数据分析师,15k-30k,22.5,,“大平台”,"移动互联网,O2O",D轮及以上,500-2000人
平安金服,数据分析师（大数据SH）,30k-60k,45.0,,"“平台大,福利好,发展快”","金融,数据服务",上市公司,2000人以上
CreditX,数据分析师,10k-20k,15.0,,"“AI技术,福利优厚,精英团队,弹性工作制”","金融,数据服务",B轮,50-150人
海万科技,高级数据分析师,13k-18k,15.5,,"“节日礼金,体检旅游,年底双薪,五险一金”","移动互联网,金融",不需要融资,500-2000人
信用生活,高级数据分析师,20k-40k,30.0,,“专业、领导好，团队牛”,"移动互联网,金融",A轮,50-150人
HARB,客户成功数据分析师,10k-15k,12.5,,"“发展空间大,管理扁平,弹性工作,福利好”",企业服务,B轮,50-150人
上海第一财经数据,数据分析师,10k-15k,12.5,,"“补充公积金,弹性工作制,补充医疗,年终奖”",移动互联网,D轮及以上,150-500人
PINTEC,数据分析师,10k-20k,15.0,,"“六险一金,带薪休假,弹性工作,扁平管理”","移动互联网,金融",上市公司,150-500人
信用飞/首付游,数据分析师,8k-15k,11.5,,“弹性工作、高效透明、年轻团队、扁平管理”,移动互联网,B轮,50-150人
乐其网络,数据分析师,7k-14k,10.5,,"“五险一金,周末双休,扁平化,电商行业”",电子商务,不需要融资,500-2000人
YY金融,数据分析师,10k-20k,15.0,,"“平台稳定,一年多次调,年终福利”","移动互联网,金融",上市公司,2000人以上
派兰数据,数据分析师,8k-15k,11.5,,“福利好 带薪年假 弹性工作 高能TEAM”,"数据服务,医疗健康",天使轮,少于15人
寻找母星,数据分析工程师,11k-18k,14.5,,"“大牛云集,薪资丰厚,团队优秀,晋升空间大”","移动互联网,O2O",天使轮,50-150人
国泰产险,数据分析师,20k-30k,25.0,,“蚂蚁控股 互联网保险”,金融,不需要融资,500-2000人
韩创科技,数据分析,15k-25k,20.0,,"“数据分析,数据运营”","移动互联网,文化娱乐",不需要融资,500-2000人
爱奇艺,NR-数据分析师,8k-15k,11.5,,"“爱奇艺,总编室”","广告营销,文化娱乐",上市公司,2000人以上
交行信用卡中心,数据分析（风控）,7k-13k,10.0,,"“平台好,工作内容好,氛围好”",金融,上市公司,2000人以上
小红书,数据分析师,10k-18k,14.0,,“年底多薪 免费三餐 福利超好”,"生活服务,电子商务",D轮及以上,500-2000人
海万科技,业务数据分析工程师,8k-15k,11.5,,"“年终奖,体检,旅游,过节费”","移动互联网,金融",不需要融资,500-2000人
信用生活,数据分析师,8k-16k,12.0,,“专业、领导好，团队牛”,"移动互联网,金融",A轮,50-150人
韩创科技,数据分析师,8k-15k,11.5,,"“带薪年假,年底分红,不加班,用户千万级”","移动互联网,文化娱乐",不需要融资,500-2000人
上海正欢网络科技有限公司,数据分析师,15k-25k,20.0,,“发展情景好、团队氛围nice”,"移动互联网,电子商务",不需要融资,50-150人
特朗思大宇宙,数据分析工程师,10k-15k,12.5,,“工作环境佳、发展平台大”,"移动互联网,电子商务",上市公司,2000人以上
浦发卡中心,数据分析师,15k-25k,20.0,,“技术氛围浓厚”,金融,上市公司,2000人以上
Teambition,高级数据分析师,14k-24k,19.0,,"“腾讯投资,团队优秀,定位明确,年息双薪”","移动互联网,企业服务",B轮,150-500人
小站教育,数据分析师,15k-30k,22.5,,“发展空间大”,"移动互联网,教育",C轮,500-2000人
巨人网络,数据分析师,15k-30k,22.5,,“一流的办公环境 福利待遇优厚 发展平台”,游戏,上市公司,500-2000人
阅文集团,数据分析师,20k-30k,25.0,,"“Top团队,发展快,福利好,环境佳”",移动互联网,上市公司,500-2000人
晋展,数据分析师,4k-6k,5.0,,“数据分析”,"移动互联网,游戏",不需要融资,150-500人
Know Yourself,数据分析,8k-15k,11.5,,"“五险一金,扁平化管理,弹性工作,交通便利”","教育,社交网络",A轮,50-150人
哈啰出行,硬件数据分析 (MJ003743),13k-25k,19.0,,“五险一金 弹性工作 年终多薪 多次调薪”,"移动互联网,硬件",D轮及以上,2000人以上
上海中软华腾软件系统有限公司,数据分析工程师（中高级）,15k-25k,20.0,,"“五险一金,周末双休 公积金全额”","企业服务,金融",上市公司,2000人以上
顺丰速运,数据分析师（业务方向）,15k-22k,18.5,,“发展空间大”,生活服务,上市公司,2000人以上
韩创科技,数据分析,8k-15k,11.5,,“晋升空间大，13薪起，人性化假期”,"移动互联网,文化娱乐",不需要融资,500-2000人
京东集团,数据分析师,20k-30k,25.0,,“发展机会多”,"电子商务,数据服务",上市公司,2000人以上
字节跳动,数据分析师,15k-30k,22.5,,“六险一金，弹性工作，免费三餐，餐补”,"移动互联网,数据服务",C轮,2000人以上
上海软科教育,数据分析师,7k-10k,8.5,,"“五险一金,带薪事假,年假”",企业服务,不需要融资,50-150人
高登世德金融科技,数据分析师,8k-15k,11.5,,"“五险一金,周末双休,扁平管理,专业培训”","金融,数据服务",A轮,50-150人
SAS,数据分析师,10k-16k,13.0,,“全球最佳雇主”,"企业服务,数据服务",不需要融资,2000人以上
萨摩耶金服,数据分析师,13k-25k,19.0,,"“晋升快,氛围好,商业医疗险,补充公积金”",金融,C轮,150-500人
小红书,数据分析师,15k-30k,22.5,,“包三餐 零食饮料无限量供应”,"生活服务,电子商务",D轮及以上,500-2000人
上海水星家用纺织品股份有限公司,数据分析师,15k-30k,22.5,,“有专业顾问团队”,其他,D轮及以上,2000人以上
AHL,数据分析师,8k-15k,11.5,,“薪资丰厚，长期合作”,其他,不需要融资,15-50人
中通快递,数据分析师,15k-30k,22.5,,"“五险一金,班车,扁平化”",电子商务,上市公司,2000人以上
平安银行信用卡中心,数据分析师,15k-30k,22.5,,"“大数据,信用卡,海量数据,银行”",金融,上市公司,500-2000人
游族网络,数据分析主管,15k-25k,20.0,,"“工作氛围好,福利待遇好,发展空间大,专业培训”","移动互联网,游戏",上市公司,500-2000人
交行信用卡中心,数据分析师--商发部,8k-10k,9.0,,"“发展空间大,平台好,福利佳”",金融,上市公司,2000人以上
美至科技,数据分析师,10k-15k,12.5,,"“五险一金,扁平化管理,团队融洽”","移动互联网,O2O",A轮,50-150人
字节跳动,资深数据分析师,20k-40k,30.0,,“六险一金，弹性工作，免费三餐，餐补”,"移动互联网,数据服务",C轮,2000人以上
京东集团,数据分析师,15k-30k,22.5,,“上市电商”,"电子商务,数据服务",上市公司,2000人以上
益普索,数据分析/商业分析经理,15k-25k,20.0,,“大平台，发展空间，年轻团队”,"社交网络,企业服务",上市公司,500-2000人
点启资产,数据分析师,4k-5k,4.5,,“学习期权知识”,金融,不需要融资,少于15人
游族网络,数据分析主管,15k-25k,20.0,,“福利好、待遇好、上市游戏公司”,"移动互联网,游戏",上市公司,500-2000人
乐其网络,数据分析,7k-14k,10.5,,"“五险一金,周末双休,带薪年假,扁平化”",电子商务,不需要融资,500-2000人
返利网,资深数据分析师,15k-25k,20.0,,"“五险一金,商业保险,节日福利,健身俱乐部”",电子商务,C轮,500-2000人
携程,数据分析,15k-25k,20.0,,“能力提升 个人发展 公司平台 发展空间”,"移动互联网,旅游",上市公司,2000人以上
随手科技,数据分析师（上海）,13k-25k,19.0,,“发展空间大”,"移动互联网,金融",C轮,500-2000人
微盟,数据分析专员,6k-10k,8.0,,“年度旅行;晋升空间;免费水果”,"移动互联网,电子商务",上市公司,2000人以上
上海浩宜信息科技有限公司,数据分析师,5k-7k,6.0,,“五险一金，做五休二，定期体检，定期团建”,"数据服务,人工智能",不需要融资,150-500人
微创,资深数据分析师（机器学习/数据挖掘）,20k-40k,30.0,,"“车联网,电商,500强”","移动互联网,电子商务",不需要融资,2000人以上
平安人寿,02215M-BI数据分析师,10k-18k,14.0,,"“五险一金,带薪年假,年终分红,免费班车”",金融,上市公司,2000人以上
触宝,商业化数据分析师,15k-30k,22.5,,"“11亿用户,行业独角兽,发展空间大,福利待遇佳”","移动互联网,数据服务",上市公司,500-2000人
睡饱吃好,资深数据分析师,15k-25k,20.0,,“集团总部岗位 各种福利”,"电子商务,O2O",不需要融资,15-50人
京东集团,数据分析师,18k-25k,21.5,,“平台大”,"电子商务,数据服务",上市公司,2000人以上
字节跳动,数据分析经理,20k-30k,25.0,,“六险一金，餐补，租房补贴，带薪休假”,"移动互联网,数据服务",C轮,2000人以上
携程,数据分析专员(J16195),10k-15k,12.5,,“五险一金 节假日福利 带薪年假”,"移动互联网,旅游",上市公司,2000人以上
睡饱吃好,资深数据分析师,15k-25k,20.0,,“集团总部岗位 各种福利”,"电子商务,O2O",不需要融资,15-50人
爱回收,数据分析师,20k-35k,27.5,,"“互联网平台,发展空间大”","电子商务,O2O",D轮及以上,2000人以上
蓦寻,数据分析师,20k-30k,25.0,,"“年底双薪,加班少,工作氛围好,CTO好”",电子商务,不需要融资,50-150人
叽里呱啦,数据分析师,15k-25k,20.0,,"“与牛人一起,团队简单,阿姨做饭”","移动互联网,教育",B轮,150-500人
247tickets,247tickets 付费推广与数据分析追踪专员,7k-10k,8.5,,“国际化环境，年轻团队，弹性工作制”,"电子商务,文化娱乐",A轮,15-50人
味噌互动,游戏数据分析师,15k-25k,20.0,,"“大牛带飞,休闲游戏,地铁周边,带薪休假”","游戏,社交网络",不需要融资,15-50人
乐其网络,数据分析师（上海）,7k-13k,10.0,,"“五险一金,年终奖金,年度旅游,周末双休”",电子商务,不需要融资,500-2000人
美团点评,商业数据分析,20k-35k,27.5,,“平台靠谱、核心业务、团队氛围好”,"移动互联网,O2O",上市公司,2000人以上
掌门1对1在线教育,商业数据分析师,10k-20k,15.0,,“行业前沿 团队氛围融洽”,"移动互联网,教育",D轮及以上,500-2000人
金源信,数据分析经理,25k-35k,30.0,,“年底多薪 晋升空间大 年度旅游”,"电子商务,生活服务",不需要融资,150-500人
拓端数据,数据分析师,8k-10k,9.0,,"“弹性,高薪,自宅工作”","数据服务,电子商务",未融资,少于15人
翼依,医学数据分析师,12k-23k,17.5,,“热门行业，良好前景，业务稳定，团队优秀”,"移动互联网,医疗健康",B轮,50-150人
字节跳动,商业化数据分析师,20k-40k,30.0,,“六险一金，弹性工作，免费三餐，租房补贴”,"移动互联网,数据服务",C轮,2000人以上
京东集团,SQL数据分析师,15k-25k,20.0,,"“大平台,福利好,牛人多,氛围佳”","电子商务,数据服务",上市公司,2000人以上
上海你我贷互联网金融信息服务,数据分析师,20k-30k,25.0,,“弹性工作制 奖金丰厚 领导NICE”,金融,未融资,2000人以上
蜻蜓FM,数据分析专家,20k-30k,25.0,,"“年轻化团队,领先平台”",移动互联网,D轮及以上,150-500人
上海软科教育,高级数据分析师（排名方向）,15k-30k,22.5,,"“五险一金,年终奖金,员工旅游,办公环境好”",企业服务,不需要融资,50-150人
君尧文化,数据分析专家,30k-60k,45.0,,“知名互联网公司”,广告营销,天使轮,少于15人
AdMaster,2019校招-数据分析师（社会化媒体）,6k-8k,7.0,,"“发展空间大,福利待遇好,专业化培训,升职迅速”",数据服务,不需要融资,500-2000人
平安金服,信用卡研发-数据分析,20k-40k,30.0,,“平台稳定，薪资福利好”,"金融,数据服务",上市公司,2000人以上
摩天轮,数据分析工程师,20k-25k,22.5,,"“气氛好,大牛多,福利”","移动互联网,电子商务",C轮,150-500人
中证信用,数据分析工程师,20k-35k,27.5,,“福利待遇好，公司环境好，扁平化管理”,金融,不需要融资,500-2000人
浦发卡中心,数据分析师,15k-25k,20.0,,“绩效工资”,金融,上市公司,2000人以上
触宝,数据分析师,15k-20k,17.5,,“出海/ 亿级体量”,"移动互联网,数据服务",上市公司,500-2000人
有裁信息科技,数据分析师,8k-10k,9.0,,“双休，五险一金，待遇从优”,电子商务 O2O,未融资,50-150人
返利网,资深数据分析师-GSH0622,15k-25k,20.0,,"“五险一金,商业保险,节日福利,健身俱乐部”",电子商务,C轮,500-2000人
通华金科,数据分析经理,20k-30k,25.0,,“核心产品 团队氛围好 有挑战”,"金融,移动互联网",未融资,150-500人
